class_net,24.876,TanhLayer,TanhLayer,0.1,0.010,5,59.5
row_net,12.000,TanhLayer,TanhLayer,0.1,0.010,5,61.2
col_net,10.667,TanhLayer,TanhLayer,0.1,0.010,5,62.4
class_net,23.881,TanhLayer,TanhLayer,0.1,0.010,6,67.6
row_net,15.333,TanhLayer,TanhLayer,0.1,0.010,6,69.2
col_net,17.333,TanhLayer,TanhLayer,0.1,0.010,6,70.5
class_net,23.881,TanhLayer,TanhLayer,0.1,0.010,7,79.0
row_net,16.000,TanhLayer,TanhLayer,0.1,0.010,7,80.7
col_net,16.000,TanhLayer,TanhLayer,0.1,0.010,7,82.0
class_net,24.876,TanhLayer,TanhLayer,0.1,0.010,8,91.9
row_net,14.667,TanhLayer,TanhLayer,0.1,0.010,8,93.6
col_net,22.667,TanhLayer,TanhLayer,0.1,0.010,8,94.8
class_net,26.368,TanhLayer,TanhLayer,0.1,0.010,9,100.3
row_net,15.333,TanhLayer,TanhLayer,0.1,0.010,9,102.0
col_net,12.667,TanhLayer,TanhLayer,0.1,0.010,9,103.3
class_net,24.876,TanhLayer,TanhLayer,0.1,0.010,10,111.8
row_net,18.667,TanhLayer,TanhLayer,0.1,0.010,10,113.5
col_net,19.333,TanhLayer,TanhLayer,0.1,0.010,10,114.7
class_net,26.866,TanhLayer,TanhLayer,0.1,0.019,5,58.5
row_net,14.000,TanhLayer,TanhLayer,0.1,0.019,5,60.2
col_net,22.000,TanhLayer,TanhLayer,0.1,0.019,5,61.4
class_net,25.373,TanhLayer,TanhLayer,0.1,0.019,6,69.0
row_net,12.667,TanhLayer,TanhLayer,0.1,0.019,6,70.7
col_net,23.333,TanhLayer,TanhLayer,0.1,0.019,6,71.9
class_net,26.368,TanhLayer,TanhLayer,0.1,0.019,7,79.1
row_net,16.667,TanhLayer,TanhLayer,0.1,0.019,7,80.8
col_net,20.000,TanhLayer,TanhLayer,0.1,0.019,7,82.0
class_net,23.881,TanhLayer,TanhLayer,0.1,0.019,8,89.8
row_net,14.000,TanhLayer,TanhLayer,0.1,0.019,8,91.5
col_net,12.000,TanhLayer,TanhLayer,0.1,0.019,8,92.8
class_net,26.866,TanhLayer,TanhLayer,0.1,0.019,9,101.5
row_net,19.333,TanhLayer,TanhLayer,0.1,0.019,9,103.2
col_net,17.333,TanhLayer,TanhLayer,0.1,0.019,9,104.4
class_net,24.876,TanhLayer,TanhLayer,0.1,0.019,10,112.1
row_net,17.333,TanhLayer,TanhLayer,0.1,0.019,10,113.8
col_net,15.333,TanhLayer,TanhLayer,0.1,0.019,10,115.0
class_net,24.378,TanhLayer,TanhLayer,0.1,0.028,5,60.0
row_net,18.667,TanhLayer,TanhLayer,0.1,0.028,5,61.6
col_net,18.000,TanhLayer,TanhLayer,0.1,0.028,5,62.8
class_net,25.871,TanhLayer,TanhLayer,0.1,0.028,6,69.2
row_net,21.333,TanhLayer,TanhLayer,0.1,0.028,6,70.9
col_net,12.667,TanhLayer,TanhLayer,0.1,0.028,6,72.1
class_net,24.378,TanhLayer,TanhLayer,0.1,0.028,7,79.0
row_net,15.333,TanhLayer,TanhLayer,0.1,0.028,7,80.7
col_net,18.667,TanhLayer,TanhLayer,0.1,0.028,7,82.0
class_net,24.876,TanhLayer,TanhLayer,0.1,0.028,8,90.3
row_net,16.000,TanhLayer,TanhLayer,0.1,0.028,8,92.0
col_net,15.333,TanhLayer,TanhLayer,0.1,0.028,8,93.3
class_net,27.363,TanhLayer,TanhLayer,0.1,0.028,9,100.2
row_net,18.667,TanhLayer,TanhLayer,0.1,0.028,9,101.9
col_net,14.667,TanhLayer,TanhLayer,0.1,0.028,9,103.2
class_net,27.363,TanhLayer,TanhLayer,0.1,0.028,10,110.4
row_net,16.667,TanhLayer,TanhLayer,0.1,0.028,10,112.1
col_net,12.667,TanhLayer,TanhLayer,0.1,0.028,10,113.4
class_net,24.378,TanhLayer,TanhLayer,0.1,0.037,5,59.3
row_net,18.667,TanhLayer,TanhLayer,0.1,0.037,5,60.9
col_net,11.333,TanhLayer,TanhLayer,0.1,0.037,5,62.2
class_net,24.876,TanhLayer,TanhLayer,0.1,0.037,6,69.6
row_net,12.000,TanhLayer,TanhLayer,0.1,0.037,6,71.3
col_net,17.333,TanhLayer,TanhLayer,0.1,0.037,6,72.5
class_net,23.881,TanhLayer,TanhLayer,0.1,0.037,7,79.6
row_net,12.000,TanhLayer,TanhLayer,0.1,0.037,7,81.3
col_net,11.333,TanhLayer,TanhLayer,0.1,0.037,7,82.5
class_net,25.373,TanhLayer,TanhLayer,0.1,0.037,8,90.7
row_net,11.333,TanhLayer,TanhLayer,0.1,0.037,8,92.4
col_net,11.333,TanhLayer,TanhLayer,0.1,0.037,8,93.7
class_net,24.876,TanhLayer,TanhLayer,0.1,0.037,9,100.5
row_net,20.667,TanhLayer,TanhLayer,0.1,0.037,9,102.2
col_net,12.000,TanhLayer,TanhLayer,0.1,0.037,9,103.5
class_net,23.383,TanhLayer,TanhLayer,0.1,0.037,10,112.5
row_net,14.000,TanhLayer,TanhLayer,0.1,0.037,10,114.2
col_net,16.000,TanhLayer,TanhLayer,0.1,0.037,10,115.5
class_net,24.876,TanhLayer,TanhLayer,0.1,0.046,5,59.0
row_net,18.000,TanhLayer,TanhLayer,0.1,0.046,5,60.6
col_net,22.000,TanhLayer,TanhLayer,0.1,0.046,5,61.8
class_net,26.866,TanhLayer,TanhLayer,0.1,0.046,6,69.7
row_net,12.000,TanhLayer,TanhLayer,0.1,0.046,6,71.4
col_net,20.667,TanhLayer,TanhLayer,0.1,0.046,6,72.6
class_net,25.871,TanhLayer,TanhLayer,0.1,0.046,7,78.6
row_net,20.000,TanhLayer,TanhLayer,0.1,0.046,7,80.3
col_net,24.000,TanhLayer,TanhLayer,0.1,0.046,7,81.6
class_net,25.373,TanhLayer,TanhLayer,0.1,0.046,8,88.3
row_net,16.667,TanhLayer,TanhLayer,0.1,0.046,8,90.0
col_net,10.667,TanhLayer,TanhLayer,0.1,0.046,8,91.3
class_net,26.866,TanhLayer,TanhLayer,0.1,0.046,9,101.2
row_net,18.000,TanhLayer,TanhLayer,0.1,0.046,9,102.9
col_net,18.667,TanhLayer,TanhLayer,0.1,0.046,9,104.1
class_net,22.388,TanhLayer,TanhLayer,0.1,0.046,10,111.7
row_net,13.333,TanhLayer,TanhLayer,0.1,0.046,10,113.5
col_net,25.333,TanhLayer,TanhLayer,0.1,0.046,10,114.8
class_net,22.388,TanhLayer,TanhLayer,0.1,0.054,5,64.4
row_net,20.000,TanhLayer,TanhLayer,0.1,0.054,5,66.0
col_net,19.333,TanhLayer,TanhLayer,0.1,0.054,5,67.2
class_net,24.876,TanhLayer,TanhLayer,0.1,0.054,6,69.0
row_net,19.333,TanhLayer,TanhLayer,0.1,0.054,6,70.6
col_net,10.667,TanhLayer,TanhLayer,0.1,0.054,6,71.9
class_net,26.368,TanhLayer,TanhLayer,0.1,0.054,7,80.0
